COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
47115,11.50%,12.20%,13.50%,24.70%,38.10%
47117,21.90%,12.90%,13.90%,16.40%,34.90%
47119,11.90%,7.00%,19.00%,15.60%,46.60%
47121,8.00%,11.80%,13.60%,21.40%,45.30%
47123,7.00%,13.80%,16.50%,22.90%,39.70%
47125,8.30%,6.30%,20.30%,22.80%,42.30%
47127,17.30%,10.10%,17.60%,23.50%,31.60%
47129,8.00%,11.30%,7.70%,31.80%,41.30%
47131,11.70%,12.50%,18.70%,24.60%,32.50%
47133,12.00%,13.10%,22.80%,12.80%,39.30%
47135,18.00%,14.80%,13.70%,15.90%,37.60%
47137,10.50%,12.80%,21.90%,13.30%,41.60%
47139,8.90%,6.90%,15.00%,24.00%,45.20%
47141,16.00%,16.40%,20.70%,9.90%,36.90%
47143,9.60%,15.40%,11.30%,15.40%,48.30%
47145,7.40%,14.20%,10.50%,27.40%,40.50%
47147,18.70%,6.90%,8.10%,15.90%,50.40%
47149,8.10%,7.30%,12.10%,21.50%,51.00%
47151,12.10%,14.40%,15.40%,21.90%,36.20%
47153,10.80%,8.70%,17.70%,28.90%,33.90%
47155,3.90%,7.20%,15.00%,18.30%,55.60%
47157,3.40%,2.50%,10.50%,18.40%,65.30%
47159,8.80%,9.10%,20.20%,11.30%,50.70%
47161,7.10%,4.50%,15.00%,21.40%,52.10%
47163,9.60%,9.10%,14.30%,18.70%,48.30%
47165,10.40%,6.90%,14.00%,19.60%,49.00%
47167,8.10%,2.50%,22.30%,13.80%,53.30%
47169,11.20%,6.30%,24.10%,13.30%,45.20%
47171,4.90%,4.10%,10.80%,30.60%,49.70%
47173,8.60%,14.50%,16.70%,18.10%,42.10%
47175,14.50%,14.70%,14.70%,23.90%,32.30%
47177,14.00%,10.70%,18.90%,21.20%,35.20%
47179,6.10%,7.40%,16.60%,21.80%,48.00%
47181,8.90%,21.50%,13.60%,14.70%,41.40%
47183,9.30%,13.50%,22.80%,25.10%,29.20%
47185,18.50%,20.50%,16.20%,11.50%,33.30%
47187,1.90%,7.30%,9.10%,21.20%,60.40%
47189,10.50%,3.50%,9.90%,19.20%,56.80%
48001,17.20%,10.40%,9.50%,8.80%,54.10%
48003,9.00%,4.40%,6.70%,20.20%,59.70%
48005,12.10%,6.40%,7.90%,20.00%,53.60%
48007,0.60%,0.50%,17.00%,7.40%,74.60%
48009,8.10%,5.30%,9.90%,9.10%,67.60%
48011,8.00%,6.60%,11.60%,25.00%,48.80%
48013,0.10%,1.00%,3.20%,15.60%,80.20%
48015,0.60%,2.40%,5.40%,22.40%,69.20%
48017,1.80%,10.60%,6.00%,21.70%,59.80%
48019,7.30%,1.80%,7.00%,9.00%,74.90%
48021,0.70%,2.00%,8.40%,16.10%,72.90%
48023,6.60%,7.50%,13.40%,10.40%,62.00%
48025,0.10%,0.30%,5.20%,19.00%,75.30%
48027,1.00%,3.50%,7.80%,20.50%,67.20%
48029,1.50%,1.60%,5.70%,9.00%,82.20%
48031,0.50%,1.90%,11.50%,7.40%,78.80%
48033,3.90%,11.50%,12.50%,10.70%,61.40%
48035,3.10%,15.40%,10.20%,24.80%,46.50%
48037,5.80%,13.40%,11.40%,22.10%,47.30%
48039,2.10%,4.20%,7.50%,17.00%,69.10%
48041,1.20%,3.80%,6.70%,34.70%,53.70%
48043,1.10%,1.20%,7.70%,17.20%,72.80%
48045,10.50%,7.70%,11.30%,18.70%,51.80%
48047,6.10%,0.40%,16.60%,9.00%,67.80%
48049,8.50%,7.70%,6.60%,23.90%,53.40%
48051,2.00%,7.20%,7.10%,28.10%,55.50%
48053,3.10%,3.90%,5.50%,19.40%,68.20%
48055,0.10%,0.10%,6.30%,18.50%,75.10%
48057,1.90%,2.80%,17.90%,7.10%,70.30%
48059,4.90%,6.00%,11.90%,20.50%,56.70%
48061,3.50%,6.10%,3.40%,5.60%,81.30%
48063,1.70%,6.40%,21.30%,23.50%,47.10%
48065,9.90%,6.40%,12.40%,25.20%,46.20%
48067,3.40%,14.50%,17.00%,20.90%,44.10%
48069,5.70%,5.10%,4.30%,29.60%,55.30%
48071,2.70%,9.40%,7.80%,20.10%,60.00%
48073,12.30%,6.30%,14.80%,19.20%,47.50%
48075,14.70%,12.40%,18.90%,20.60%,33.40%
48077,6.60%,4.90%,10.50%,8.70%,69.30%
48079,2.90%,7.80%,6.80%,22.90%,59.50%
48081,3.90%,5.60%,9.30%,24.10%,57.20%
48083,5.30%,4.80%,8.40%,25.90%,55.60%
48085,2.10%,2.60%,5.40%,18.10%,71.90%
48087,23.90%,14.20%,17.60%,16.00%,28.40%
48089,0.40%,4.40%,7.80%,22.80%,64.50%
48091,0.70%,4.40%,6.30%,14.60%,74.00%
48093,4.50%,7.50%,5.90%,20.00%,62.10%
48095,1.20%,2.90%,7.20%,27.90%,60.70%
48097,11.80%,2.60%,5.60%,20.70%,59.40%
48099,1.50%,2.70%,14.20%,19.40%,62.20%
48101,10.70%,10.60%,18.80%,17.60%,42.30%
48103,8.00%,5.60%,9.60%,19.90%,57.00%
48105,2.60%,7.10%,7.20%,22.50%,60.60%
48107,3.10%,7.10%,5.80%,22.70%,61.30%
48109,12.50%,0.60%,3.90%,17.60%,65.40%
48111,11.90%,7.40%,12.30%,28.90%,39.60%
48113,2.40%,1.90%,5.90%,14.10%,75.70%
48115,3.00%,2.30%,7.40%,11.50%,75.90%
48117,6.30%,6.30%,9.50%,28.40%,49.40%
48119,4.00%,7.40%,9.40%,28.50%,50.70%
48121,1.60%,2.50%,4.60%,20.40%,70.90%
48123,0.30%,1.90%,9.10%,6.10%,82.70%
48125,3.20%,7.10%,11.10%,25.40%,53.20%
48127,2.10%,5.90%,9.70%,13.30%,69.00%
48129,13.90%,6.50%,14.70%,21.00%,43.90%
48131,12.20%,0.30%,13.20%,5.30%,69.10%
48133,5.50%,8.90%,10.40%,19.50%,55.70%
48135,8.50%,4.70%,7.60%,20.40%,58.80%
48137,1.60%,4.70%,14.50%,10.10%,69.10%
48139,2.70%,1.70%,4.40%,19.00%,72.20%
48141,0.70%,0.70%,3.30%,7.50%,87.70%
48143,1.70%,9.60%,7.50%,20.20%,60.90%
48145,0.90%,2.90%,6.10%,18.70%,71.50%
48147,11.70%,12.60%,13.10%,22.60%,40.00%
48149,0.60%,5.00%,25.90%,14.20%,54.30%
48151,9.70%,9.70%,10.90%,18.60%,51.00%
48153,4.90%,6.30%,4.30%,21.60%,62.90%
48155,4.50%,10.10%,23.00%,14.70%,47.70%
48157,2.40%,3.00%,5.70%,11.50%,77.40%
48159,1.30%,5.50%,13.10%,32.70%,47.40%
48161,2.50%,12.10%,8.50%,13.70%,63.20%
48163,13.60%,0.70%,3.80%,10.80%,71.00%
48165,12.10%,3.40%,3.30%,17.60%,63.60%
48167,3.30%,3.70%,10.50%,20.70%,61.70%
48169,3.40%,7.90%,6.70%,20.70%,61.20%
48171,9.50%,9.10%,10.70%,11.40%,59.20%
48173,6.90%,5.40%,5.80%,23.40%,58.60%
48175,0.10%,2.50%,16.00%,7.70%,73.70%
48177,0.10%,0.10%,9.10%,7.80%,82.80%
48179,13.90%,6.90%,13.40%,22.20%,43.60%
48181,6.40%,6.30%,9.50%,24.70%,53.00%
48183,5.30%,6.40%,7.40%,18.60%,62.30%
48185,2.50%,4.70%,4.00%,34.80%,54.00%
48187,2.70%,2.20%,3.20%,12.50%,79.40%
48189,6.60%,5.80%,2.80%,23.90%,60.90%
48191,17.90%,6.50%,19.00%,15.70%,41.00%
48193,1.90%,8.50%,13.70%,26.70%,49.30%
48195,13.60%,7.60%,12.60%,23.40%,42.80%
48197,4.20%,11.60%,23.70%,22.30%,38.10%
48199,2.10%,5.40%,10.20%,18.70%,63.60%
48201,1.90%,2.40%,6.90%,15.20%,73.60%
48203,8.60%,3.70%,8.80%,19.00%,59.90%
48205,10.00%,7.00%,11.60%,28.00%,43.40%
48207,8.70%,12.80%,13.70%,20.90%,43.90%
48209,0.00%,0.70%,2.20%,11.50%,85.50%
48211,18.90%,12.50%,13.90%,13.80%,40.90%
48213,4.30%,7.20%,12.70%,19.70%,56.00%
48215,5.50%,0.30%,3.30%,8.40%,82.60%
48217,4.70%,8.30%,2.90%,24.20%,59.90%
48219,3.10%,7.20%,6.00%,23.70%,60.00%
48221,0.90%,12.20%,13.50%,12.40%,61.00%
48223,5.40%,2.60%,6.20%,36.90%,48.80%
48225,18.20%,9.00%,10.40%,15.00%,47.40%
48227,6.30%,6.30%,6.10%,21.80%,59.60%
48229,1.30%,0.30%,7.60%,2.90%,88.00%
48231,6.90%,7.20%,8.20%,28.50%,49.20%
48233,11.20%,6.40%,12.80%,24.90%,44.70%
48235,0.90%,4.70%,5.80%,27.60%,61.00%
48237,0.90%,1.80%,1.20%,37.00%,59.20%
48239,2.00%,6.20%,14.60%,7.50%,69.60%
48241,4.00%,5.50%,6.80%,12.50%,71.20%
48243,0.90%,0.50%,3.80%,18.60%,76.30%
48245,3.60%,7.50%,11.00%,17.10%,60.80%
48247,7.10%,0.30%,7.90%,9.90%,74.80%
48249,5.70%,0.70%,13.70%,5.10%,74.80%
48251,2.40%,7.90%,5.60%,19.90%,64.20%
48253,6.40%,7.90%,12.10%,19.30%,54.30%
48255,0.00%,0.10%,10.40%,14.50%,75.00%
48257,6.30%,5.80%,4.10%,15.50%,68.20%
48259,0.20%,5.90%,7.60%,15.80%,70.50%
48261,4.00%,1.00%,8.00%,9.80%,77.20%
48263,6.90%,16.80%,17.20%,16.70%,42.40%
48265,5.90%,14.90%,16.70%,15.40%,47.20%
48267,3.60%,12.60%,16.50%,20.70%,46.60%
48269,6.50%,10.80%,17.70%,25.40%,39.70%
48271,0.40%,5.90%,12.10%,8.40%,73.30%
48273,6.30%,1.50%,7.50%,12.10%,72.60%
48275,6.30%,10.50%,18.40%,14.50%,50.20%
48277,5.40%,9.50%,13.50%,23.80%,47.80%
48279,3.80%,6.50%,4.60%,25.50%,59.70%
48281,2.40%,1.90%,7.70%,23.30%,64.80%
48283,15.20%,0.20%,8.30%,9.70%,66.70%
48285,0.80%,2.90%,11.40%,11.40%,73.60%
48287,3.50%,12.20%,14.80%,14.20%,55.30%
48289,8.90%,7.80%,11.10%,19.20%,53.10%
48291,1.90%,3.40%,11.40%,18.20%,65.00%
48293,0.50%,8.60%,6.10%,8.70%,76.20%
48295,14.70%,14.30%,9.90%,19.50%,41.50%
48297,0.50%,0.30%,8.10%,18.90%,72.20%
48299,8.00%,3.60%,5.60%,21.40%,61.50%
48301,10.90%,4.70%,8.10%,22.10%,54.30%
48303,3.10%,7.20%,5.60%,23.20%,61.00%
48305,3.20%,6.80%,5.40%,22.20%,62.40%
48307,3.10%,5.30%,9.00%,34.00%,48.60%
48309,2.20%,4.90%,4.60%,16.10%,72.10%
48311,4.30%,0.20%,21.00%,20.30%,54.20%
48313,6.50%,3.20%,9.70%,33.70%,46.90%
48315,7.60%,6.70%,11.80%,21.10%,52.80%
48317,7.50%,4.30%,5.60%,23.50%,59.10%
48319,4.30%,9.10%,16.30%,24.70%,45.60%
48321,0.40%,5.10%,11.30%,16.10%,67.00%
48323,0.50%,9.10%,12.90%,13.00%,64.50%
48325,0.60%,1.70%,7.00%,15.50%,75.30%
48327,1.30%,4.80%,8.80%,28.90%,56.20%
48329,8.30%,4.40%,6.60%,21.90%,58.80%
48331,0.60%,1.90%,7.00%,22.80%,67.90%
48333,4.10%,11.70%,6.20%,26.10%,51.80%
48335,16.80%,13.10%,8.70%,12.60%,48.90%
48337,4.10%,8.00%,12.90%,22.00%,52.90%
48339,3.10%,7.30%,6.10%,14.50%,69.00%
48341,10.10%,6.40%,12.30%,27.00%,44.10%
48343,3.80%,11.60%,21.00%,17.60%,46.00%
48345,6.70%,5.30%,8.40%,20.60%,59.10%
48347,9.40%,6.00%,9.70%,22.10%,52.80%
48349,0.60%,2.40%,11.40%,21.70%,63.90%
48351,5.70%,4.90%,11.00%,15.20%,63.10%
48353,9.00%,7.20%,10.80%,18.70%,54.40%
48355,2.40%,3.40%,2.80%,7.90%,83.50%
48357,15.00%,10.40%,10.50%,20.10%,43.90%
48359,8.40%,6.50%,10.90%,27.80%,46.40%
48361,5.10%,7.00%,10.50%,15.70%,61.80%
48363,2.70%,2.30%,2.90%,18.10%,74.00%
48365,2.70%,3.30%,21.10%,28.10%,44.80%
48367,2.00%,4.80%,5.50%,20.60%,67.10%
48369,3.30%,8.10%,8.90%,27.70%,52.10%
48371,5.00%,5.10%,15.00%,19.70%,55.10%
48373,1.60%,9.90%,5.20%,14.40%,68.90%
48375,6.70%,6.30%,11.30%,27.20%,48.50%
48377,0.30%,0.30%,3.20%,17.40%,78.90%
48379,14.30%,6.20%,3.80%,24.50%,51.20%
48381,6.30%,6.30%,10.90%,27.40%,49.10%
48383,5.80%,6.10%,6.40%,23.70%,58.00%
48385,3.00%,6.50%,16.40%,18.70%,55.40%
48387,5.90%,13.60%,9.80%,25.40%,45.20%
48389,7.00%,4.00%,8.60%,20.40%,60.00%
48391,0.20%,1.10%,23.50%,7.30%,67.80%
48393,16.00%,7.40%,13.30%,20.50%,42.70%
48395,1.40%,4.10%,5.50%,33.40%,55.50%
48397,3.30%,4.10%,10.10%,18.00%,64.50%
48399,3.30%,3.90%,10.40%,22.80%,59.60%
48401,3.80%,4.00%,10.10%,33.10%,49.10%
48403,10.50%,4.60%,10.30%,15.00%,59.60%
48405,9.60%,3.30%,7.00%,22.20%,58.00%
48407,0.90%,6.40%,8.20%,11.20%,73.30%
48409,1.50%,2.00%,5.30%,7.40%,83.80%
48411,2.60%,10.10%,9.90%,25.50%,51.90%
48413,0.20%,2.90%,5.40%,27.10%,64.40%
48415,14.30%,17.70%,12.70%,9.00%,46.30%
48417,6.10%,9.90%,14.00%,18.30%,51.80%
48419,2.50%,3.50%,11.70%,36.90%,45.30%
48421,12.50%,7.30%,12.90%,26.70%,40.60%
48423,10.80%,9.10%,10.40%,16.80%,52.90%
48425,2.70%,16.10%,13.30%,20.10%,47.70%
48427,3.90%,0.80%,2.30%,10.00%,83.10%
48429,5.80%,14.90%,22.10%,12.70%,44.50%
48431,3.20%,7.70%,6.70%,25.20%,57.20%
48433,8.40%,12.20%,12.00%,22.40%,44.90%
48435,0.90%,4.20%,8.00%,20.90%,65.90%
48437,8.40%,7.50%,5.30%,25.50%,53.20%
48439,2.30%,3.40%,7.70%,14.40%,72.20%
48441,5.40%,5.90%,12.00%,19.10%,57.50%
48443,2.10%,6.10%,16.70%,15.40%,59.70%
48445,3.40%,6.60%,6.10%,22.60%,61.30%
48447,7.30%,13.50%,17.20%,11.80%,50.10%
48449,1.90%,11.70%,19.10%,26.40%,40.90%
48451,0.70%,3.80%,7.10%,27.10%,61.30%
48453,1.50%,0.80%,2.40%,15.80%,79.50%
48455,5.20%,7.70%,6.50%,18.10%,62.50%
48457,2.10%,6.60%,5.40%,15.50%,70.30%
48459,5.10%,7.60%,10.40%,17.90%,59.00%
48461,7.70%,5.80%,8.80%,21.00%,56.70%
48463,1.40%,2.20%,13.60%,8.10%,74.70%
48465,0.30%,5.00%,9.00%,7.20%,78.40%
48467,13.80%,14.30%,15.10%,16.10%,40.70%
48469,0.80%,3.90%,13.80%,5.80%,75.70%
48471,2.90%,5.80%,7.90%,17.90%,65.50%
48473,1.60%,6.00%,7.00%,23.60%,61.80%
48475,8.00%,5.20%,9.40%,19.70%,57.70%
48477,2.00%,3.10%,8.70%,32.80%,53.40%
48479,3.30%,0.00%,6.40%,13.60%,76.70%
48481,1.10%,7.20%,7.60%,21.60%,62.50%
48483,23.00%,13.90%,15.80%,12.60%,34.60%
48485,7.30%,4.60%,9.60%,9.20%,69.20%
48487,4.60%,8.10%,17.10%,16.80%,53.50%
48489,3.40%,1.50%,6.70%,6.40%,82.00%
48491,1.60%,3.30%,6.50%,17.70%,70.80%
48493,0.00%,0.30%,7.20%,20.80%,71.60%
48495,8.70%,5.00%,8.60%,19.60%,58.10%
48497,0.80%,12.70%,4.60%,17.00%,64.90%
48499,4.60%,7.30%,7.10%,28.30%,52.60%
48501,8.40%,3.50%,6.50%,25.40%,56.10%
48503,6.20%,6.30%,8.60%,14.40%,64.50%
48505,4.70%,0.10%,3.50%,13.80%,77.90%
48507,3.60%,7.50%,11.50%,13.80%,63.50%
49001,9.90%,2.60%,27.10%,28.30%,32.00%
49003,8.40%,11.60%,11.10%,27.00%,41.90%
49005,9.00%,10.80%,8.00%,31.00%,41.10%
49007,10.70%,13.40%,11.40%,29.30%,35.30%
49009,9.10%,29.60%,10.20%,33.00%,18.10%
49011,3.50%,5.50%,7.70%,31.40%,51.80%
49013,5.10%,25.90%,3.30%,46.90%,18.80%
49015,12.20%,10.90%,10.60%,23.90%,42.40%
49017,6.20%,5.60%,23.20%,26.40%,38.60%
49019,5.60%,11.10%,9.80%,17.60%,55.80%
49021,6.50%,3.60%,22.00%,26.20%,41.70%
49023,33.50%,2.30%,7.90%,19.30%,36.90%
49025,6.10%,4.10%,22.60%,22.70%,44.50%
49027,43.20%,2.30%,8.80%,17.10%,28.60%
49029,9.20%,15.50%,5.30%,37.00%,33.00%
49031,9.70%,6.10%,26.60%,30.00%,27.60%
49033,7.70%,11.30%,6.20%,32.70%,42.10%
49035,2.80%,3.20%,9.40%,20.20%,64.40%
49037,4.00%,6.40%,4.20%,21.00%,64.40%
49039,10.70%,4.30%,10.40%,27.30%,47.30%
49041,15.20%,9.60%,17.10%,30.00%,28.20%
49043,1.80%,10.00%,5.40%,17.70%,65.10%
49045,0.20%,11.40%,14.10%,21.20%,53.20%
49047,12.10%,26.90%,4.60%,38.90%,17.50%
49049,6.80%,3.50%,19.50%,24.40%,45.80%
49051,3.90%,6.30%,5.60%,25.40%,58.80%
49053,3.40%,5.60%,12.30%,26.90%,51.80%
49055,6.80%,12.90%,11.40%,26.90%,42.00%
49057,6.60%,8.90%,7.20%,28.70%,48.60%
50001,2.90%,4.50%,8.60%,13.90%,70.20%
50003,2.80%,5.80%,6.10%,8.40%,77.00%
50005,7.60%,12.10%,7.80%,15.40%,57.00%
50007,3.10%,7.00%,6.50%,11.50%,71.80%
50009,5.40%,7.50%,8.30%,15.80%,63.10%
50011,4.20%,5.80%,5.60%,13.40%,71.00%
50013,3.10%,3.90%,8.80%,11.30%,72.90%
50015,2.70%,18.10%,6.20%,14.10%,59.00%
50017,2.90%,9.50%,7.30%,10.70%,69.60%
50019,7.00%,17.40%,6.10%,14.90%,54.60%
50021,3.10%,3.70%,8.80%,20.50%,63.90%
50023,5.10%,19.00%,10.40%,5.00%,60.40%
50025,7.50%,3.10%,3.50%,15.10%,70.80%
50027,6.10%,5.50%,3.00%,22.70%,62.70%
51001,0.10%,1.90%,5.50%,10.00%,82.40%
51003,2.30%,2.20%,5.40%,9.30%,81.00%
51005,14.50%,3.40%,12.30%,17.40%,52.50%
51007,1.30%,6.90%,11.60%,13.00%,67.20%
51009,6.40%,3.30%,7.40%,20.40%,62.50%
51011,6.30%,1.80%,10.50%,20.40%,61.00%
51013,1.00%,1.80%,3.50%,18.70%,75.00%
51015,2.90%,3.70%,6.10%,17.30%,70.10%
51017,9.90%,4.50%,12.10%,16.50%,57.00%
51019,5.20%,9.00%,11.50%,24.80%,49.50%
51021,8.10%,11.40%,20.00%,16.60%,44.00%
51023,4.30%,7.90%,10.60%,22.10%,55.10%
51025,0.60%,0.30%,15.80%,14.50%,68.80%
51027,3.70%,9.90%,21.90%,18.10%,46.30%
51029,2.00%,1.00%,12.40%,13.20%,71.40%
51031,7.00%,4.00%,8.30%,22.20%,58.50%
51033,4.70%,3.20%,3.10%,14.00%,75.00%
51035,6.40%,7.30%,8.40%,28.50%,49.60%
51036,1.70%,2.00%,10.30%,17.70%,68.30%
51037,8.40%,2.50%,14.80%,13.30%,61.00%
51041,2.60%,3.00%,8.00%,21.60%,64.90%
51043,1.30%,3.60%,5.70%,15.40%,74.00%
51045,1.70%,2.20%,14.80%,18.20%,63.20%
51047,5.30%,6.80%,1.30%,21.30%,65.30%
51049,1.20%,5.50%,9.80%,13.70%,69.90%
51051,3.10%,12.90%,12.90%,18.20%,52.80%
51053,2.20%,1.60%,10.40%,19.30%,66.40%
51057,1.60%,8.10%,18.10%,16.00%,56.30%
51059,1.80%,1.60%,5.40%,16.30%,74.80%
51061,4.00%,1.30%,4.20%,13.30%,77.20%
51063,7.90%,6.30%,9.20%,25.60%,51.00%
51065,3.70%,1.40%,7.70%,10.00%,77.20%
51067,7.40%,9.80%,6.90%,18.90%,57.00%
51069,2.60%,4.80%,4.80%,26.40%,61.40%
51071,6.60%,9.00%,14.00%,13.70%,56.70%
51073,0.30%,0.40%,3.50%,23.40%,72.40%
51075,3.40%,4.30%,6.50%,9.70%,76.10%
51077,14.10%,6.50%,7.00%,19.60%,52.70%
51079,1.10%,3.80%,5.20%,15.30%,74.70%
51081,1.40%,0.20%,14.50%,15.80%,68.10%
51083,9.20%,2.80%,7.20%,16.50%,64.30%
51085,4.30%,5.20%,8.70%,25.00%,56.80%
51087,4.00%,3.70%,7.10%,19.10%,66.20%
51089,6.30%,8.50%,13.20%,15.40%,56.60%
51091,5.90%,4.10%,10.30%,19.70%,59.90%
51093,3.90%,5.50%,5.90%,27.70%,56.90%
51095,0.60%,0.80%,0.50%,23.10%,75.00%
51097,0.70%,4.10%,14.90%,19.10%,61.20%
51099,15.10%,4.40%,8.60%,5.30%,66.60%
51101,1.20%,7.20%,20.10%,16.90%,54.60%
51103,0.10%,2.20%,12.10%,17.80%,67.80%
51105,10.70%,13.50%,7.20%,10.40%,58.20%
51107,1.40%,1.20%,3.80%,17.30%,76.30%
51109,2.50%,4.50%,3.60%,14.60%,74.80%
51111,6.80%,0.60%,13.40%,14.30%,64.90%
51113,1.70%,9.70%,6.40%,15.40%,66.80%
51115,0.10%,0.10%,4.90%,19.00%,76.00%
51117,6.30%,2.20%,12.80%,14.00%,64.80%
51119,0.10%,0.40%,10.30%,23.70%,65.40%
51121,5.60%,4.20%,9.00%,17.10%,64.00%
51125,1.10%,1.50%,10.60%,16.70%,70.10%
51127,0.80%,3.50%,7.90%,17.00%,70.80%
51131,0.10%,3.70%,8.90%,11.20%,76.10%
51133,1.70%,3.80%,9.50%,14.10%,71.00%
51135,4.40%,1.40%,9.90%,18.20%,66.10%
51137,3.30%,13.20%,3.80%,15.30%,64.30%
51139,2.50%,5.20%,23.70%,16.60%,52.00%
51141,4.20%,9.80%,16.60%,20.30%,49.10%
51143,10.60%,4.50%,14.70%,13.50%,56.70%
51145,1.20%,9.20%,7.40%,16.20%,66.00%
51147,5.90%,0.90%,13.80%,15.40%,64.00%
51149,3.30%,3.30%,12.70%,18.90%,61.90%
51153,4.70%,2.70%,5.50%,11.00%,76.10%
51155,8.30%,5.50%,16.60%,17.30%,52.30%
51157,2.30%,1.90%,7.70%,16.40%,71.70%
51159,1.50%,7.00%,10.90%,16.70%,64.00%
51161,6.50%,4.50%,7.70%,20.50%,60.70%
51163,1.50%,11.20%,6.80%,13.00%,67.50%
51165,3.40%,6.20%,13.90%,21.20%,55.30%
51167,8.20%,13.70%,21.20%,24.00%,32.90%
51169,7.40%,12.40%,12.10%,15.70%,52.30%
51171,2.30%,3.90%,13.60%,28.80%,51.40%
51173,8.70%,7.90%,23.70%,18.20%,41.50%
51175,1.90%,1.30%,6.30%,21.60%,69.00%
51177,5.00%,1.90%,3.00%,11.50%,78.50%
51179,4.50%,3.50%,9.70%,9.50%,72.80%
51181,0.60%,2.10%,0.30%,24.90%,72.10%
51183,1.20%,1.20%,6.00%,21.80%,69.80%
51185,6.20%,10.40%,26.40%,16.00%,41.00%
51187,2.70%,1.70%,8.80%,20.00%,66.90%
51191,12.30%,9.90%,14.40%,26.60%,36.80%
51193,7.90%,3.60%,12.70%,12.70%,63.10%
51195,2.50%,7.50%,9.90%,15.80%,64.30%
51197,9.60%,7.50%,17.20%,21.00%,44.70%
51199,0.60%,2.10%,2.40%,16.20%,78.60%
51510,3.20%,2.00%,6.50%,17.00%,71.20%
51520,17.40%,12.50%,7.50%,27.30%,35.20%
51530,1.80%,15.00%,6.80%,12.50%,63.90%
51540,2.30%,1.90%,5.00%,7.50%,83.30%
51550,1.80%,2.50%,9.50%,18.20%,68.00%
51570,4.40%,4.50%,12.60%,17.70%,60.80%
51580,18.40%,1.70%,13.30%,18.80%,47.80%
51590,8.70%,4.30%,20.90%,12.70%,53.40%
51595,1.50%,0.10%,14.80%,14.80%,68.70%
51600,2.50%,1.50%,7.50%,17.30%,71.20%
51610,0.70%,3.30%,3.80%,15.80%,76.50%
51620,1.00%,2.70%,11.50%,19.20%,65.60%
51630,3.80%,0.70%,3.40%,13.60%,78.40%
51640,7.10%,8.60%,4.90%,24.30%,55.10%
51650,0.80%,2.50%,7.80%,11.80%,77.10%
51660,2.90%,6.60%,12.90%,20.50%,57.10%
51670,3.80%,3.80%,14.90%,18.70%,58.80%
51678,1.00%,14.60%,5.90%,12.10%,66.30%
51680,7.00%,3.10%,7.30%,22.20%,60.30%
51683,3.30%,2.30%,2.70%,17.50%,74.20%
51685,7.10%,2.50%,1.70%,16.70%,72.00%
51690,6.30%,7.60%,13.40%,16.30%,56.40%
51700,1.00%,3.80%,3.50%,14.50%,77.20%
51710,0.40%,3.00%,8.70%,21.50%,66.40%
51720,1.70%,5.60%,8.50%,15.50%,68.70%
51730,3.40%,3.30%,11.60%,17.70%,64.00%
51735,0.40%,1.40%,7.30%,21.90%,69.00%
51740,0.00%,1.90%,12.20%,22.50%,63.40%
51750,7.50%,4.50%,11.00%,17.70%,59.30%
51760,6.00%,3.10%,9.20%,27.50%,54.10%
51770,7.00%,5.00%,8.80%,21.20%,58.00%
51775,6.40%,3.90%,6.80%,19.90%,63.00%
51790,2.70%,3.90%,5.70%,15.80%,71.80%
51800,0.70%,4.80%,17.10%,20.80%,56.50%
51810,1.70%,4.10%,6.20%,20.20%,67.80%
51820,2.70%,2.80%,4.90%,18.60%,71.00%
51830,0.50%,0.90%,0.10%,24.90%,73.70%
51840,2.50%,5.60%,3.20%,27.70%,61.10%
53001,7.70%,5.10%,7.20%,7.60%,72.40%
53003,1.40%,2.90%,11.50%,32.00%,52.20%
53005,8.40%,1.10%,6.40%,8.00%,76.10%
53007,6.20%,4.80%,2.90%,29.70%,56.40%
53009,0.10%,0.00%,2.80%,22.50%,74.60%
53011,2.00%,2.10%,4.80%,17.00%,74.10%
53013,8.00%,3.10%,7.90%,22.30%,58.60%
53015,4.10%,2.00%,9.80%,21.60%,62.50%
53017,6.70%,4.70%,4.20%,27.10%,57.30%
53019,8.20%,6.60%,8.20%,20.40%,56.50%
53021,10.60%,1.30%,5.90%,6.90%,75.30%
53023,3.10%,2.90%,8.50%,29.20%,56.30%
53025,3.20%,5.20%,10.80%,14.60%,66.10%
53027,3.00%,0.90%,8.70%,21.30%,66.20%
53029,1.50%,0.90%,6.60%,15.00%,75.90%
53031,1.10%,0.00%,6.40%,17.10%,75.40%
53033,1.60%,2.00%,5.00%,19.10%,72.40%
53035,2.40%,0.30%,5.10%,13.60%,78.60%
53037,3.20%,8.40%,3.30%,17.90%,67.20%
53039,3.80%,2.90%,11.30%,28.80%,53.20%
53041,3.30%,11.20%,12.80%,11.10%,61.60%
53043,1.70%,8.60%,2.30%,10.80%,76.50%
53045,1.10%,2.40%,9.10%,15.20%,72.10%
53047,4.20%,6.60%,7.50%,19.90%,61.70%
53049,8.20%,1.60%,12.80%,6.30%,71.20%
53051,2.70%,12.20%,5.20%,21.20%,58.70%
53053,2.80%,5.70%,10.30%,20.60%,60.60%
53055,1.50%,0.40%,2.10%,22.90%,73.00%
53057,3.50%,9.70%,3.70%,17.70%,65.30%
53059,1.90%,4.80%,9.20%,8.00%,76.00%
